iter	Logloss
281	0.4146207102
282	0.4143005296
283	0.4139849534
284	0.4137376621
285	0.4135417776
286	0.4131284878
287	0.4128336895
288	0.4127030554
289	0.4125838839
290	0.4123874558
291	0.4120787631
292	0.4118405361
293	0.4117423011
294	0.4114607132
295	0.4113195643
296	0.4107926037
297	0.4105937623
298	0.4105047591
299	0.4103065691
300	0.4098213835
301	0.4095807168
302	0.409451839
303	0.4092619437
304	0.4090526943
305	0.4089179558
306	0.4087690689
307	0.408603309
308	0.4082750216
309	0.4079116079
310	0.4077356252
311	0.4074723518
312	0.4073511453
313	0.406992678
314	0.406660434
315	0.4064715446
316	0.4061291053
317	0.4060165405
318	0.4058367918
319	0.4056739109
320	0.4052872885
321	0.4050867496
322	0.4049246254
323	0.4047151601
324	0.4044184309
325	0.4042791051
326	0.4041961025
327	0.4039023822
328	0.4038283385
329	0.4037225037
330	0.4034698305
331	0.4031386249
332	0.4028449373
333	0.4024648547
334	0.4023063606
335	0.4021526108
336	0.4020655931
337	0.4018609676
338	0.4015809625
339	0.4015098143
340	0.4012576591
341	0.4010603196
342	0.4007586399
343	0.4004928409
344	0.4001198709
345	0.3998910935
346	0.3996622706
347	0.3991720528
348	0.3989297757
349	0.398735217
350	0.3984436066
351	0.398173816
352	0.3977329717
353	0.3976134209
354	0.3972491045
355	0.3970624464
356	0.3966960841
357	0.3965547302
358	0.3964598178
359	0.3962489323
360	0.3961185787
361	0.3958617282
362	0.3956913873
363	0.3955359632
364	0.3953652483
365	0.3951577178
366	0.3949336525
367	0.3947225872
368	0.394550561
369	0.3944093309
370	0.3942362827
371	0.3939637856
372	0.3938177999
373	0.3935583888
374	0.3934594247
375	0.3933692619
376	0.392796549
377	0.3924805111
378	0.392135619
379	0.3918802146
380	0.3916520411
381	0.3914616276
382	0.3913444888
383	0.3911044298
384	0.3909007353
385	0.3906901206
386	0.390419068
387	0.3902701358
388	0.3901743875
389	0.3900234767
390	0.389785906
391	0.3894778119
392	0.38915326
393	0.3888797478
394	0.3885970855
395	0.3883642837
396	0.3882140307
397	0.3880715894
398	0.3879242962
399	0.3877912211
400	0.3875469434
401	0.387131871
402	0.3868989494
403	0.3866278526
404	0.3863239546
405	0.3860136042
406	0.3855736191
407	0.3854490692
408	0.3850731159
409	0.3849378944
410	0.3847570444
411	0.3845575864
412	0.3841748029
413	0.3839422974
414	0.383860461
415	0.3835849244
416	0.383383122
417	0.3831996164
418	0.3830388357
419	0.3828023468
420	0.3826335384
421	0.38242917
422	0.3823198551
423	0.3822138109
424	0.3820558039
425	0.3819490076
426	0.3816211386
427	0.3814332923
428	0.3813726025
429	0.3813562771
430	0.3811911157
431	0.3810637012
432	0.3808369463
433	0.3804549941
434	0.3802848176
435	0.3802331528
436	0.3800626194
437	0.3797783775
438	0.3796443068
439	0.379550524
440	0.3793917714
441	0.3791728157
442	0.3790531064
