penalty,mixture,.metric,.estimator,mean,n,std_err,.config,model,features,mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,sample_size
NA,NA,rmse,standard,0.29961631469566014,5,0.0034580403229030592,Preprocessor1_Model30,random_forest,hybrid,189,154,18,NA,NA,NA,NA
NA,NA,mae,standard,0.2506767371100591,5,0.002549443365100251,Preprocessor1_Model31,random_forest,hybrid,195,2000,22,NA,NA,NA,NA
NA,NA,rmse,standard,0.2993218489406382,5,0.0033749768354327443,Preprocessor1_Model31,random_forest,hybrid,195,2000,22,NA,NA,NA,NA
NA,NA,mae,standard,0.25049194941213415,5,0.0023764245428211143,Preprocessor1_Model32,random_forest,hybrid,202,513,38,NA,NA,NA,NA
NA,NA,rmse,standard,0.29902985644774,5,0.0030770749402123845,Preprocessor1_Model32,random_forest,hybrid,202,513,38,NA,NA,NA,NA
NA,NA,mae,standard,0.25076420945165656,5,0.002493576065108675,Preprocessor1_Model33,random_forest,hybrid,208,1794,8,NA,NA,NA,NA
NA,NA,rmse,standard,0.2995674863260207,5,0.0032493468448431843,Preprocessor1_Model33,random_forest,hybrid,208,1794,8,NA,NA,NA,NA
NA,NA,mae,standard,0.25083587450125117,5,0.002576116216867242,Preprocessor1_Model34,random_forest,hybrid,215,1692,33,NA,NA,NA,NA
NA,NA,rmse,standard,0.29939459605020924,5,0.0034280321908565833,Preprocessor1_Model34,random_forest,hybrid,215,1692,33,NA,NA,NA,NA
NA,NA,mae,standard,0.2501233155174165,5,0.002553314779511209,Preprocessor1_Model35,random_forest,hybrid,221,359,7,NA,NA,NA,NA
NA,NA,rmse,standard,0.2990753859370442,5,0.0034589022025342977,Preprocessor1_Model35,random_forest,hybrid,221,359,7,NA,NA,NA,NA
NA,NA,mae,standard,0.25070597715798054,5,0.0024396501304443713,Preprocessor1_Model36,random_forest,hybrid,228,1179,5,NA,NA,NA,NA
NA,NA,rmse,standard,0.2996673427092443,5,0.003347601515768862,Preprocessor1_Model36,random_forest,hybrid,228,1179,5,NA,NA,NA,NA
NA,NA,mae,standard,0.2510646582372347,5,0.0026999411136150865,Preprocessor1_Model37,random_forest,hybrid,234,308,27,NA,NA,NA,NA
NA,NA,rmse,standard,0.2999214276971408,5,0.0034330699322737994,Preprocessor1_Model37,random_forest,hybrid,234,308,27,NA,NA,NA,NA
