data,previsao
2024-01-01,403.2158061639622
2024-02-01,419.22858068668467
2024-03-01,399.35793335789907
2024-04-01,397.08432281476803
2024-05-01,390.171446236357
2024-06-01,397.3935940352102
2024-07-01,399.6333278324472
2024-08-01,412.6587206917124
2024-09-01,420.692925065105
2024-10-01,421.3252450362271
2024-11-01,418.68848849286576
2024-12-01,458.0212498727328
