artifact,metric,baseline,repro,delta,status,severity
parquet/state_stats.parquet,col.churn_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_stats.parquet,col.conversion_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_stats.parquet,col.estado_group.string_mismatches,0,0,0,pass,info
parquet/state_stats.parquet,col.heavy_share.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_stats.parquet,col.median_interactions.exact_int,0.0,0.0,0.0,pass,info
parquet/state_stats.parquet,col.median_ttfv.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_stats.parquet,col.teachers.exact_int,0.0,0.0,0.0,pass,info
parquet/state_worst.parquet,table.rows,8,8,0,pass,info
parquet/state_worst.parquet,col.churn_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_worst.parquet,col.conversion_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_worst.parquet,col.estado_group.string_mismatches,0,0,0,pass,info
parquet/state_worst.parquet,col.heavy_share.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_worst.parquet,col.median_interactions.exact_int,0.0,0.0,0.0,pass,info
parquet/state_worst.parquet,col.median_ttfv.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/state_worst.parquet,col.teachers.exact_int,0.0,0.0,0.0,pass,info
parquet/top_corr_pairs.parquet,table.rows,20,20,0,pass,info
parquet/top_corr_pairs.parquet,col.abs_spearman.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/top_corr_pairs.parquet,col.spearman.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/top_corr_pairs.parquet,col.var1.string_mismatches,0,0,0,pass,info
parquet/top_corr_pairs.parquet,col.var2.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,table.rows,1,1,0,pass,info
parquet/users_monthly_cutoff.parquet,col.max_dim_data_entrada.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,col.max_entries_registered_ts.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,col.max_interactions_registered_ts.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,col.min_dim_data_entrada.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,col.min_entries_registered_ts.string_mismatches,0,0,0,pass,info
parquet/users_monthly_cutoff.parquet,col.min_interactions_registered_ts.string_mismatches,0,0,0,pass,info
parquet/users_monthly_panel.parquet,table.rows,53,53,0,pass,info
parquet/users_monthly_panel.parquet,col.mau_entries_mom_pct.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/users_monthly_panel.parquet,col.mau_interactions_mom_pct.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/users_monthly_panel.parquet,col.mau_registered_entries.exact_int,0.0,0.0,0.0,pass,info
parquet/users_monthly_panel.parquet,col.mau_registered_interactions.exact_int,0.0,0.0,0.0,pass,info
parquet/users_monthly_panel.parquet,col.month.string_mismatches,0,0,0,pass,info
parquet/users_monthly_panel.parquet,col.new_users.exact_int,0.0,0.0,0.0,pass,info
parquet/utm_dictionary.parquet,table.rows,10,10,0,pass,info
parquet/utm_dictionary.parquet,col.action.string_mismatches,0,0,0,pass,info
parquet/utm_dictionary.parquet,col.meaning.string_mismatches,0,0,0,pass,info
parquet/utm_dictionary.parquet,col.use_case.string_mismatches,0,0,0,pass,info
parquet/utm_dictionary.parquet,col.utm_group.string_mismatches,0,0,0,pass,info
parquet/utm_stats.parquet,table.rows,10,10,0,pass,info
parquet/utm_stats.parquet,col.churn_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/utm_stats.parquet,col.conversion_rate.max_abs_diff,1e-09,0.0,0.0,pass,info
parquet/utm_stats.parquet,col.median_interactions.exact_int,0.0,0.0,0.0,pass,info
parquet/utm_stats.parquet,col.teachers.exact_int,0.0,0.0,0.0,pass,info
parquet/utm_stats.parquet,col.utm_group.string_mismatches,0,0,0,pass,info
reports/analise_inicial_dos_dados_interativa.html,file.sha256_raw,d8a73ba834c224311498be77616940b7d5171e7b8744fe11f933b52930cffdc8,7adc58147e05e5de36d1ba6d14725f0414fd32a67f14b0797336b5ac19efad16,different_nonsemantic_allowed,pass,info
reports/analise_inicial_dos_dados_interativa.html,html.non_survival_text_hash,7652150923097185561,5519950413432667911,different,fail,major
reports/analise_inicial_dos_dados_summary.json,summary.causal_claim_allowed,False,False,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.latest_new_users_count,80,80,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.latest_new_users_month,2025-10-01,2025-10-01,,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.prova_stopped_rate_90d,,,,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.recent_6m_mau_interactions_slope_users_per_month,-457.9142857142854,-457.9142857142854,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.return_gap_base_median_days,0.18820373264037898,0.18820373264037898,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.return_gap_heavy_median_days,0.4315382175947781,0.4315382175947781,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.return_gap_median_days,0.33557450231578617,0.33557450231578617,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.short_sessions_le_5s,243319,243319,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.short_sessions_rate_le_5s,0.2632724164421506,0.2632724164421506,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.state_missing_pct,0.46427215189873416,0.46427215189873416,0.0,pass,info
reports/analise_inicial_dos_dados_summary.json,summary.utm_missing_pct,0.20720886075949366,0.20720886075949366,0.0,pass,info
